NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
,f. hematology, -   , -   , -   , 1 , -   , 2 , 10 , 202 , 184 , -   , 232 , -   , 631 ,, ,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , 11 , -   , 1 , 3 , 371 ," 3,486 ", 1 , 8 , -   ," 3,881 ",, ,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , 8 , 41 , -   , 113 , 16 , 394 ," 1,957 ", 2 , 36 , -   ," 2,567 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , 22 , 22 , -   , 59 , 6 , 225 , 793 , 2 , 4 , -   ," 1,133 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , 39 , 208 , -   , 109 , 44 , 823 , 450 , 1 , 353 , -   ," 2,027 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , -   , 1 , 30 , -   , 71 , 8 , 483 ," 1,488 ", 1 , -   , -   ," 2,082 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , -   , 28 , 39 , -   , 101 , 15 , 202 , 609 , -   , 61 , -   ," 1,055 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, -   , -   , 3 , 34 , -   , 57 , 5 , 129 ," 1,129 ", -   , 7 , -   ," 1,364 ",, ,,,,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , -   , 1 , -   , 3 , -   , 30 , 32 , 1 , -   , -   , 67 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. other, -   , -   , 23 , 138 , -   , 170 , 952 ," 3,243 "," 5,727 ", 10 ," 1,050 ", -   ," 11,313 ",,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , 25 , 17 , -   , 6 , -   , 140 , 443 , 1 , 13 , -   , 645 ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , 1 , -   , 39 , 63 , -   , -   , -   , 103 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , 2 , -   , -   , -   , 36 , -   , -   , -   , -   , 38 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, -   , -   , 7 , 18 , -   , 24 , 9 , 337 ," 2,052 ", -   , -   , -   ," 2,447 ",,,,,,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , -   , 28 , -   , 6 , 1 , 39 , 495 , -   , 4 , -   , 573 ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , 9 , 155 , -   , 17 , 1 , 66 , 37 , -   , -   , -   , 285 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, -   , -   , 105 , 539 , -   , 427 , 23 , 239 ," 4,095 ", 1 , -   , -   ," 5,429 ",, ,,,,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , -   , 2 , 4 , -   , 9 , -   , 198 , 4 , -   , 2 , -   , 219 ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , -   , -   , 2 , -   , 30 , -   , 270 , 4 , -   , 38 , -   , 344 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , -   , -   , 1 , -   , 9 , -   , 87 , -   , -   , 14 , -   , 111 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other, -   , -   , 6 , 27 , -   , 23 , 50 , 308 , 543 , -   , -   , -   , 957 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , 11 , 2 , -   , 12 , -   , 25 ," 1,122 ", -   , 259 , -   ," 1,431 ",,,,,,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , 5 , -   , 1 , 1 , -   , 12 , -   , -   , -   , 19 ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , 16 , -   , 4 , -   , 1 , 952 , -   , 6 , -   , 979 ,,,,,,,,0,,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , 4 , 41 , -   , 1 , 2 , 29 , 820 , -   , 54 , -   , 951 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , -   , -   , 7 , -   , -   , -   , -   , 23 , -   , 16 , -   , 46 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , -   , 1 , 55 , -   , 51 , 25 , 49 , 140 , -   , 45 , -   , 366 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , -   , 2 , 39 , -   , 10 , 1 , -   , 37 , -   , 9 , -   , 98 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , -   , 6 , 15 , -   , 74 , 6 , 386 ," 1,510 ", 1 , 22 , -   ," 2,020 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Other , -   , -   , 15 ," 1,617 ", -   , 57 , 1 , 117 ," 1,950 ", -   , 470 , -   ," 4,227 ",,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,, -   , -   , 396 ," 3,806 ", -   ," 1,984 "," 1,332 "," 11,707 "," 38,736 ", 340 ," 4,659 "," 5,168 "," 68,128 ",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. edocrinology, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. other, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. minor surgery, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. circumcisions, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Other , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,,,,, N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , -   , -   , -   , -   , N/A ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bemidji Area Federal,Bemidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   ,  -    , -   , -   , -   , 4 , 4 ,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , 2 , -   , 2 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,  -    , -   , -   , -   , 1 , 1 ,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 10 , -   , -   , -   , 10 , 10 ,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   ,, -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 3 , -   , -   , -   , 3 , 3 ,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, 1 , -   ,, 1 , -   , -   , -   , -   , -   , -   ,  -    , -   , 1 , -   , -   , -   , 1 , 2 ,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, 2 , 2 , -   , 4 , -   , -   , -   , -   , -   , -   ,  -    , -   , 42 , -   , -   , -   , 42 , 46 ,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 8 , -   , -   , -   , 8 , 8 ,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   ,, -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   ,  -    , -   , 7 , -   , -   , -   , 7 , 8 ,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 22 , -   , -   , -   , 22 , 22 ,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 39 , -   , -   , -   , 39 , 39 ,,,,,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , 26 , -   , -   , -   , 27 , 28 ,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, -   ,, -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 3 , -   , -   , -   , 3 , 3 ,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,o. other, 16 , 5 , 2 , 23 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 23 ,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 25 , -   , -   , -   , 25 , 25 ,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 6 , -   , -   , -   , 7 , 7 ,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   , 9 , -   , -   , -   , 9 , 9 ,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, 2 , 2 , 1 , 5 , -   , -   , -   , -   , -   , -   ,  -    , -   , 100 , -   , -   , -   , 100 , 105 ,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, 2 , -   , -   , 2 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   ,,  1-electric  , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,d. other, -   , 3 , 3 , 6 , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , 6 ,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, 10 ,,, 10 , -   , -   , -   , -   , -   , -   , 1 , -   ,  -    , -   , -   , -   , 1 , 11 ,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,  -    , -   ,  -    , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 3 , -   , -   , -   , 4 , 4 ,,,,,,,,,,,,,,,,,,,,,
