OPO_CTR_CD,OPO_CTR_TY,PROVIDER_NUM,PROVIDER_MBR_TY,ALU_ID,HOSPITAL_NAME,HOSPITAL_ZIP,TIME_ZONE,LONGITUDE,LATITUDE,ACTIVE_FLG,CHG_DT
IAIV,IO1,160059,NMB,,NORTH IOWA MED CENTER,50401,,-93.198,43.1494,0,9/25/18
IAIV,IO1,160064,NMB,,ST JOSEPH MERCY HOSP,50401,,-93.217178,43.150633,0,9/25/18
IAIV,IO1,160067,NMB,,ST FRANCIS HOSP,50702,,-92.345299,42.46402,0,9/25/18
IAIV,IO1,160069,NMB,,MERCY HEALTH CENTER,52001,,-90.673605,42.492993,0,9/25/18
IAIV,IO1,160079,NMB,,MERCY HOSP,52403,,-91.607252,41.982434,0,9/25/18
IAIV,IO1,160080,NMB,,LAMB JANE MEM HOSP,52732,,-90.18825,41.86073,0,9/25/18
IAIV,IO1,160082,TX1,,IOWA METHODIST MED CTR,50309,,-93.633638,41.588989,0,9/25/18
IAIV,IO1,160083,TX1,,MERCY HOSPITAL MED CTR,50314,,-93.62344,41.59885,0,9/25/18
IAIV,IO1,160089,NMB,,OTTUMWA REGIONAL HEALTH CTR,52501,,-92.38994,41.02763,0,9/25/18
IAIV,IO1,160090,NMB,,MONTGOMERY CO MEM HOSP,51566,,-95.215722,41.028536,0,9/25/18
IAIV,IO1,160101,NMB,,BROADLAWNS MED CTR,50314,,-93.64271,41.61601,0,9/25/18
IAIV,IO1,160102,NMB,,DES MOINES GEN HOSP,50307,,-93.602387,41.594051,0,9/25/18
IAIV,IO1,160109,NMB,,COMM HOSP AND HLTH CTR,51250,,-96.175074,43.079162,0,9/25/18
IAIV,IO1,160110,NMB,,ALLEN MEM HOSP,50703,,-92.3396,42.52665,0,9/25/18
IAIV,IO1,160116,NMB,,GREATER COMMUNITY HOSP,50801,,-94.3852,41.06963,0,9/25/18
IAIV,IO1,160117,NMB,,FINLEY HOSP,52001,,-90.68721,42.49544,0,9/25/18
IAIV,IO1,160122,NMB,,FT MADISON COMM HOSP,52627,,-91.38362439,40.62425409,0,9/25/18
IAIV,IO1,160133,NMB,,CHARTER COMM HOSP OF DES MOINE,50310,,-93.672635,41.626925,0,9/25/18
IAIV,IO1,160146,NMB,,ST LUKES MED CENTER,51104,,-96.40585,42.51906,0,9/25/18
IAIV,IO1,160153,NMB,,MARIAN HEALTH CENTER,51101,,-96.40014,42.4958,0,9/25/18
IAIV,IO1,160910,NMB,,MERCY HOSP LTOU,52403,,-91.65612,41.97852,0,9/25/18
IAIV,IO1,1613350,NMB,,Stewart Memorial Community Hospital,,2,,,0,3/8/18
IAIV,IO1,161349,N01,,VIRGINIA GAY HOSPITAL,52349,2,-92.01328646,42.17451878,0,9/25/18
IAIV,IO1,161351,N01,,Avera Holy Family Health,51334,2,-94.83358,43.40955,0,9/25/18
IAIV,IO1,161352,N01,,Clarinda Regional Health,51632,2,-95.042607,40.722954,0,9/25/18
IAIV,IO1,161354,N01,,Horn Memorial Hospital,51445,2,-95.46007626,42.3404923,0,9/25/18
IAIV,IO1,161355,N01,,Knoxville Area Community,50138,2,-93.112145,41.310685,0,9/25/18
IAIV,IO1,999999,NMB,,UNKNOWN,,,,,0,3/8/18
IAOP,OP1,110082,TX1,,ST JOSEPH'S HOSPITAL,30342,2,-84.34973,33.90842,0,9/25/18
IAOP,OP1,160001,NMB,,UnityPoint Heath - Marshalltown,50158,2,-92.90689,42.04855,1,3/26/20
IAOP,OP1,160003,NMB,,Cherokee Regional Medical Center,51012,2,-95.54777,42.75969,1,9/25/18
IAOP,OP1,160005,NMB,,St. Anthony Regional Hospital,51401,2,-94.86779635,42.05727811,1,9/25/18
IAOP,OP1,160008,NMB,,Blessing Health Keokuk,52632,2,-91.38828866,40.40705897,1,7/23/21
IAOP,OP1,160013,NMB,,UnityPoint Heath - Trinity Muscatine,52761,2,-91.05412,41.43312,1,9/25/18
IAOP,OP1,160014,NMB,,Crawford County Memorial Hospital,51442,2,-95.380408,42.025285,1,9/25/18
IAOP,OP1,160016,NMB,,UnityPoint Health - Trinity,50501,2,-94.193097,42.491861,1,9/25/18
IAOP,OP1,160020,NMB,,MercyOne Centerville Medical Center,52544,2,-92.858673,40.754963,1,8/30/19
IAOP,OP1,160023,NMB,,VETERANS MEMORIAL HOSPITAL - WAUKON,52172,2,-91.477245,43.271393,0,9/25/18
IAOP,OP1,160024,NMB,,UnityPoint Health - Iowa Lutheran,50316,2,-93.6102,41.60169,1,9/25/18
IAOP,OP1,160025,NMB,,ST LUKE'S HOSP,52803,2,-90.55421,41.539303,0,9/25/18
IAOP,OP1,160026,NMB,,Boone County Hospital,50036,2,-93.87834152,42.05557497,1,9/25/18
IAOP,OP1,160028,NMB,,CHI Health Mercy Council Bluffs,51502,2,-95.83935,41.26785,0,1/2/19
IAOP,OP1,160029,NMB,,Mercy Iowa City,52245,2,-91.5284,41.66411,1,9/25/18
IAOP,OP1,16002E,NMB,,BELLEVUE HOSP,52031,2,-90.429039,42.259183,0,9/25/18
IAOP,OP1,160030,NMB,,Mary Greeley Medical Center,50010,2,-93.61231,42.03244,1,9/25/18
IAOP,OP1,160031,NMB,,Myrtue Medical Center,51537,2,-95.3273,41.64687,1,5/24/19
IAOP,OP1,160032,NMB,,MercyOne Newton Medical Center,50208,2,-93.05157,41.70271,1,8/30/19
IAOP,OP1,160033,NMB,,Genesis Medical Center,52803,2,-90.55691,41.5419,1,9/25/18
IAOP,OP1,160034,NMB,,Hansen Family Hospital,50126,2,-93.26085,42.50095,1,9/25/18
IAOP,OP1,160039,NMB,,Cass Health,50022,2,-94.992727,41.401356,1,6/18/21
IAOP,OP1,16003F,NMB,,VA Central Iowa Healthcare System - Des Moines,50310,2,-93.66126,41.62738,1,9/25/18
IAOP,OP1,160040,NMB,,MercyOne Cedar Falls Medical Center,50613,2,-92.45633,42.53365,1,8/30/19
IAOP,OP1,160044,NMB,,Pella Community Hospital,50219,2,-92.91116,41.41338,1,9/25/18
IAOP,OP1,160045,NMB,,UnityPoint Health - St. Luke's Hospital (CR),52406,2,-91.66093,41.9857,1,3/26/20
IAOP,OP1,160047,NMB,,Methodist Jennie Edmundson Hospital,51503,2,-95.83488,41.26949,1,10/7/20
IAOP,OP1,160048,NMB,,Ringgold County Hospital,50854,2,-94.22366886,40.71848096,1,9/25/18
IAOP,OP1,16004F,VA1,,Dept of Veterans Affairs Medical Center - Iowa City,52246,2,-91.548408,41.663703,1,3/8/21
IAOP,OP1,160050,NMB,,Mahaska Health Partnership,52577,2,-92.63023186,41.29858497,1,9/25/18
IAOP,OP1,160053,NMB,,ST JOSEPH MERCY HOSP,52732,2,-90.208697,41.849037,0,9/25/18
IAOP,OP1,160057,NMB,,"Southeast Iowa Regional Medical Center, Inc",52655,2,-91.177457,40.809787,1,7/12/21
IAOP,OP1,160058,TX1,,University of Iowa Hospitals and Clinics,52242,2,-91.55250324,41.66153775,1,9/25/18
IAOP,OP1,160058,VA1,,UNIVERSITY OF IOWA HOSP CLINIC,52240,2,-91.52806,41.657959,0,9/25/18
IAOP,OP1,160059,NMB,,Mercy Medical Center - North Iowa,50401,2,-93.198,43.1494,0,9/25/18
IAOP,OP1,16005F,NMB,,VA CENTRAL IOWA HEALTHCARE SYSTEM - KNOXVILLE,50138,2,-93.117045,41.320274,0,9/25/18
IAOP,OP1,160062,NMB,,DEWITT COMMUNITY HOSPITAL,52742,2,-90.4602,41.82354,0,9/25/18
IAOP,OP1,160063,NMB,,CENTRAL COMMUNITY HOSPITAL,52043,2,-91.404581,42.85618,0,9/25/18
IAOP,OP1,160064,NMB,,MercyOne North Iowa Medical Center,50401,2,-93.217178,43.150633,1,8/30/19
IAOP,OP1,160066,NMB,,Buena Vista Regional Medical Center,50588,2,-95.22201,42.64444,1,9/25/18
IAOP,OP1,160067,NMB,,MercyOne Waterloo Medical Center,50702,2,-92.345299,42.46402,1,8/30/19
IAOP,OP1,160069,NMB,,MercyOne Dubuque Medical Center,52001,2,-90.673605,42.492993,1,8/30/19
IAOP,OP1,160070,NMB,,ADAIR COUNTY MEM HOSP,50849,2,-94.46168,41.308687,0,9/25/18
IAOP,OP1,160073,NMB,,Compass Memorial Hospital,52301,2,-92.0815,41.7976,0,9/25/18
IAOP,OP1,160074,NMB,,Orange City Area Health System,51041,2,-96.04425,42.994175,1,5/24/19
IAOP,OP1,160076,NMB,,Van Diest Medical Center,50595,2,-93.812207,42.452882,1,9/25/18
IAOP,OP1,160079,NMB,,MERCY MEDICAL CENTER- CEDAR RAPIDS,52403,2,-91.607252,41.982434,0,9/25/18
IAOP,OP1,160080,NMB,,MercyOne Clinton Medical Center,52732,2,-90.18825,41.86073,1,8/30/19
IAOP,OP1,160081,NMB,,Winneshiek County Memorial Hospital,52101,2,-91.77116825,43.29447753,1,9/25/18
IAOP,OP1,160082,TX1,,UnityPoint Health - Iowa Methodist Medical Center,50309,2,-93.633638,41.588989,1,9/25/18
IAOP,OP1,160083,TX1,,MercyOne Des Moines Medical Center,50314,2,-93.62344,41.59885,1,8/30/19
IAOP,OP1,160085,NMB,,ELDORA COMM HOSP,50627,2,-93.095322,42.366323,0,9/25/18
IAOP,OP1,160088,NMB,,STORY COUNTY HOSPITAL,50201,2,-93.450971,42.018291,0,9/25/18
IAOP,OP1,160089,NMB,,Ottumwa Regional Health Center,52501,2,-92.38994,41.02763,1,9/25/18
IAOP,OP1,160090,NMB,,Montgomery County Memorial Hospital,51566,2,-95.215722,41.028536,1,9/25/18
IAOP,OP1,160091,NMB,,Loring Hospital,50583,2,-94.97961,42.41914,1,9/25/18
IAOP,OP1,160092,NMB,,Shenandoah Medical Center,51601,2,-95.368853,40.752848,1,5/24/19
IAOP,OP1,160093,NMB,,VIRGINIA GAY HOSPITAL,52349,2,-92.019386,42.166008,0,9/25/18
IAOP,OP1,160095,NMB,,HANCOCK COUNTY MEMORIAL HOSPITAL,50423,2,-93.799817,43.095207,0,9/25/18
IAOP,OP1,160101,NMB,,Broadlawns Medical Center,50314,2,-93.64271,41.61601,1,9/25/18
IAOP,OP1,160102,NMB,,METROPOLITAN MEDICAL CENTER,50307,2,-93.602387,41.594051,0,9/25/18
IAOP,OP1,160104,NMB,,UnityPoint Health - Trinity Bettendorf,52722,2,-90.51967,41.56571,1,9/25/18
IAOP,OP1,160106,NMB,,Henry County Health Center,52641,2,-91.55799063,40.96359423,1,9/25/18
IAOP,OP1,160107,NMB,,Burgess Health Center,51040,2,-96.10552,42.02575,1,9/25/18
IAOP,OP1,160109,NMB,,SIOUX CENTER COMMUNITY HOSPITAL,51250,2,-96.175074,43.079162,0,9/25/18
IAOP,OP1,160110,NMB,,UnityPoint Health - Allen Hospital,50703,2,-92.3396,42.52665,1,9/25/18
IAOP,OP1,160112,NMB,,Spencer Municipal Hospital,51301,2,-95.14313,43.1494,1,9/25/18
IAOP,OP1,160113,NMB,,Wayne County Hospital,50060,2,-93.31227863,40.75460989,1,9/25/18
IAOP,OP1,160115,NMB,,Jefferson County Health Center,52556,2,-91.965783,40.986572,1,9/25/18
IAOP,OP1,160116,NMB,,Greater Regional Medical Center,50801,2,-94.3852,41.06963,1,9/25/18
IAOP,OP1,160117,NMB,,UnityPoint Health - Finley Hospital,52001,2,-90.68721,42.49544,1,3/26/20
IAOP,OP1,160118,NMB,,Palo Alto Health System,50536,2,-94.69139,43.11932,1,5/24/19
IAOP,OP1,160122,NMB,,Fort Madison Community Hospital,52627,2,-91.38362439,40.62425409,0,8/27/21
IAOP,OP1,160124,NMB,,Lakes Regional Healthcare,51360,2,-95.1251,43.417526,1,9/25/18
IAOP,OP1,160126,NMB,,Sanford Sheldon Medical Center,51201,2,-95.84716932,43.18643738,1,9/25/18
IAOP,OP1,160129,NMB,,PALMER LUTHERAN HEALTH CENTER,52175,2,-91.80084,42.96966,0,9/25/18
IAOP,OP1,160133,NMB,,FRANKLIN CENTER,50310,2,-93.672635,41.626925,0,9/25/18
IAOP,OP1,160138,NMB,,COMMUNITY MEMORIAL HOSPITAL,50674,2,-92.100951,42.84999,0,9/25/18
IAOP,OP1,160140,NMB,,Floyd Valley Hospital,51031,2,-96.15681576,42.79683154,1,9/25/18
IAOP,OP1,160141,NMB,,FOREST CITY COMM HOSP,50436,2,-93.644865,43.26454,0,9/25/18
IAOP,OP1,160146,NMB,,UnityPoint Health - St. Lukes (SC),51104,2,-96.40585,42.51906,1,9/25/18
IAOP,OP1,160147,NMB,,UnityPoint Health - Grinnell-Regional Medical Center,50112,2,-92.73452,41.74312,1,3/26/20
IAOP,OP1,160151,NMB,,MercyOne Primghar Medical Center,51245,2,-95.62287157,43.08874346,1,8/30/19
IAOP,OP1,160153,NMB,,MercyOne Siouxland Medical Center,51101,2,-96.40014,42.4958,1,8/30/19
IAOP,OP1,160155,NMB,,Select Specialty Hospital-Quad Cities,52806,2,-90.58864,41.55889,1,9/25/18
IAOP,OP1,160156,NMB,,Continuing Care Hospital at St. Luke's,52406,2,-91.66093,41.9857,0,9/25/18
IAOP,OP1,160157,NMB,,Select Specialty Hospital - Des Moines,50314,2,-93.62344,41.59885,1,9/25/18
IAOP,OP1,160910,NMB,,Mercy Medical Center - Cedar Rapids,52403,2,-91.65612,41.97852,1,9/25/18
IAOP,OP1,161301,NMB,,Iowa Specialty Hospital - Belmond,50421,2,-93.61243,42.84527,1,9/25/18
IAOP,OP1,161302,NMB,,Iowa Specialty Hospital - Clarion,50525,2,-93.73339,42.72119,1,9/25/18
IAOP,OP1,161303,NMB,,Grundy County Memorial Hospital,50638,2,-92.76261157,42.35877437,1,9/25/18
IAOP,OP1,161304,NMB,,CHI Health - Mercy Corning,50841,2,-94.747745,40.986457,1,9/25/18
IAOP,OP1,161305,NMB,,Pocahontas Community Hosptial,50574,2,-94.67874,42.74044,1,9/25/18
IAOP,OP1,161306,NMB,,Jones Regional Medical Center,52205,2,-91.26212147,42.1022655,1,9/25/18
IAOP,OP1,161307,NMB,,Hancock County Memorial Hospital,50423,2,-93.8083277,43.09784116,1,9/25/18
IAOP,OP1,161308,NMB,,Franklin General Hosptial,50441,2,-93.18673,42.74151,1,9/25/18
IAOP,OP1,161309,NMB,,CHI Health - Missouri Valley,51555,2,-95.88583,41.56243,1,9/25/18
IAOP,OP1,161310,NMB,,Adair County Memorial Hospital,50849,2,-94.45238354,41.3032167,1,9/25/18
IAOP,OP1,161311,NMB,,Hawarden Regional Healthcare,51023,2,-96.47987,42.99807,1,9/25/18
IAOP,OP1,161312,NMB,,Guttenberg Municipal Hospital,52052,2,-91.10007356,42.78543984,1,9/25/18
IAOP,OP1,161313,NMB,,Genesis Medical Center DeWitt,52742,2,-90.54704,41.82644,1,9/25/18
IAOP,OP1,161314,NMB,,Guthrie County Hospital,50115,2,-94.49431,41.68367,1,9/25/18
IAOP,OP1,161315,NMB,,Keokuk County Health Center,52591,2,-92.20574,41.32301,1,9/25/18
IAOP,OP1,161316,NMB,,Gunderson Palmer Lutheran Hospital and Clinics,52175,2,-91.80965,42.96878,1,9/25/18
IAOP,OP1,161317,NMB,,Compass Memorial Hospital,52301,2,-92.07403351,41.8018388,1,9/25/18
IAOP,OP1,161318,NMB,,Veterans Memorial,52172,2,-91.47438337,43.26875328,1,9/25/18
IAOP,OP1,161319,NMB,,MercyOne Elkader Medical Center,52043,2,-91.417069,42.86058,1,8/30/19
IAOP,OP1,161320,NMB,,Community Memorial Hospital,50674,2,-92.10895,42.84735,1,9/25/18
IAOP,OP1,161321,NMB,,Avera Merrill Pioneer Hospital,51246,2,-96.17119,43.42408,1,8/30/19
IAOP,OP1,161322,NMB,,Dallas County Hospital,50220,2,-94.09427,41.83398,1,9/25/18
IAOP,OP1,161323,NMB,,Mitchell County Regional Health Center,50461,2,-92.80941282,43.28919367,1,9/25/18
IAOP,OP1,161324,NMB,,George C. Grape Community Hospital,51640,2,-95.64957,40.61931,1,9/25/18
IAOP,OP1,161325,NMB,,Greene County Medical Center,50129,2,-94.38991,42.01597,1,9/25/18
IAOP,OP1,161326,NMB,,Madison County Memorial Hospital,50273,2,-94.016949,41.328663,1,9/25/18
IAOP,OP1,161327,NMB,,Davis County Hospital,52537,2,-92.4150869,40.75853311,1,9/25/18
IAOP,OP1,161328,NMB,,Regional Health Services of Howard County,52136,2,-92.11787,43.38108,1,9/25/18
IAOP,OP1,161329,NMB,,Jackson County Regional Health Center,52060,2,-90.673236,42.072348,1,9/25/18
IAOP,OP1,161330,NMB,,Audubon County Memorial Hospital,50025,2,-94.93714099,41.71621246,1,9/25/18
IAOP,OP1,161331,NMB,,MercyOne New Hampton Medical Center,50659,2,-92.32047741,43.06215056,1,8/30/19
IAOP,OP1,161332,NMB,,Manning Regional Healthcare Center,51455,2,-95.075738,41.90471,1,9/25/18
IAOP,OP1,161333,NMB,,Story County Hosptial,50201,2,-93.4527,42.01668,1,9/25/18
IAOP,OP1,161334,NMB,,Humbolt County Memorial Hospital,50548,2,-94.23024708,42.73196566,1,9/25/18
IAOP,OP1,161335,NMB,,Buchanan County Health Center,50644,2,-91.87502,42.4689,1,9/25/18
IAOP,OP1,161336,NMB,,Hegg Memorial Hospital,51247,2,-96.28489,43.20214,1,9/25/18
IAOP,OP1,161337,NMB,,Van Buren County Hospital,52565,2,-91.95845,40.73599,1,9/25/18
IAOP,OP1,161338,NMB,,MercyOne Oelwein Medical Center,50662,2,-91.90196,42.67517,1,8/30/19
IAOP,OP1,161339,NMB,,Waverly Health Center,50677,2,-92.48248,42.72291,1,9/25/18
IAOP,OP1,161340,NMB,,Decatur County Hospital,50144,2,-93.74770229,40.75100245,1,9/25/18
IAOP,OP1,161341,NMB,,Lucas County Hospital,50049,2,-93.30323,41.02776,1,9/25/18
IAOP,OP1,161342,NMB,,Monroe County Hospital,52531,2,-92.79700411,41.04470576,1,9/25/18
IAOP,OP1,161343,NMB,,Regional Medical Center,52057,2,-91.46678,42.4849,1,9/25/18
IAOP,OP1,161344,NMB,,Washington County Hospital,52353,2,-91.68785,41.28926,1,9/25/18
IAOP,OP1,161345,NMB,,Osceola Community Hospital,51249,2,-95.74184,43.41055,1,9/25/18
IAOP,OP1,161346,NMB,,Sioux Center Health,51250,2,-96.157877,43.068025,1,9/25/18
IAOP,OP1,161347,NMB,,Floyd County Memorial Hospital,50616,2,-92.68268769,43.05260504,1,9/25/18
IAOP,OP1,161348,NMB,,Clarke County Hospital,50213,2,-93.76761,41.02571,1,9/25/18
IAOP,OP1,161349,N01,,Virginia Gay Hospital,52349,2,-92.01328646,42.17451878,1,9/25/18
IAOP,OP1,161350,N01,,Stewart Memorial Community Hospital,51449,2,-94.74603,42.26715,1,10/7/20
IAOP,OP1,161351,N01,,Avera Holy Family Health,51334,2,-94.83358,43.40955,1,10/7/20
IAOP,OP1,161352,N01,,Clarinda Regional Health,51632,2,-95.042607,40.722954,1,10/7/20
IAOP,OP1,161353,N01,,Kossuth Regional Health Center,50511,2,-94.225623,43.056073,1,10/7/20
IAOP,OP1,161354,N01,,Horn Memorial Hospital,51445,2,-95.46007626,42.3404923,1,10/7/20
IAOP,OP1,161355,N01,,Knoxville Hospital and Clinics,50138,2,-93.112145,41.310685,1,9/25/18
IAOP,OP1,163025,NMB,,MercyOne Clive Rehabilitation Hospital,50325,2,-93.77477726,41.60704352,1,11/16/20
IAOP,OP1,164003,N01,,Independence Mental Health Institute,50644,2,-91.925808,42.456939,1,2/19/21
IAOP,OP1,999999,NMB,,UNKNOWN,,,,,0,3/8/18
ILCL,OP1,140067,TX1,,ST FRANCIS MEDICAL CENTER,61637,,-89.591339,40.701816,0,9/25/18
ILCL,OP1,140119,TX1,,RUSH-PRESBYTERIAN-ST LUKES MED,60612,,-87.66677418,41.87423497,0,9/25/18
ILCL,OP1,140123,NMB,,LUTHERAN HOSPITAL,61265,,-90.530663,41.468229,0,9/25/18
ILCL,OP1,140159,NMB,,ST MARY HOSPITAL,62301,,-91.37972,39.931262,0,9/25/18
ILCL,OP1,140162,NMB,,ST JOSEPH HOSP MEDICAL CENTER,61701,,-88.955186,40.482528,0,9/25/18
ILCL,OP1,140204,NMB,,MOLINE PUBLIC HOSPITAL,61201,,-90.56993,41.48262,0,9/25/18
ILCL,OP1,140209,NMB,,METHODIST MED CTR OF ILLINOIS,61636,,-89.59536,40.69987,0,9/25/18
ILCL,OP1,140275,NMB,,ILLINOIS HOSPITAL DISTRICT,61282,,-90.417054,41.493913,0,9/25/18
ILCR,OP1,140119,TX1,,RUSH-PRESBYTERIAN-ST LUKES MED,60612,,-87.66677418,41.87423497,0,9/25/18
ILCR,OP1,140276,TX1,,LOYOLA UNIVERSITY MED. CENTER,60153,,-87.835577,41.857979,0,9/25/18
ILIP,OP1,40053,NMB,,DELTA MEMORIAL HOSPITAL ASSOC,71639,4,-91.485143,33.865913,0,9/25/18
ILIP,OP1,72007,NMB,,MASONIC HOSP,6492,1,-72.818029,41.459922,0,9/25/18
ILIP,OP1,100028,NMB,,JESS PARRISH MEM HOSP,32796,1,-80.8241,28.62774,0,9/25/18
ILIP,OP1,140001,NMB,,"GRAHAM COMMUNITY HOSPITAL, Canton",61520,2,-90.03827076,40.55326259,1,9/25/18
ILIP,OP1,140003,NMB,,Culbertson Memorial Hospital,62681,2,-90.564367,40.118191,1,12/15/21
ILIP,OP1,140004,NMB,,"Lincoln Memorial Hospital, Lincoln",62656,2,-89.389732,40.153652,1,10/7/21
ILIP,OP1,140007,NMB,,"AMITA Health St. Joseph Medical Center, Joliet",60435,2,-88.13468528,41.52808107,1,2/6/20
ILIP,OP1,140008,NMB,,"GOTTLIEB MEMORIAL HOSPITAL, Melrose Park",60160,2,-87.8427,41.9086,1,9/25/18
ILIP,OP1,14000H,N01,,"Northshore Glenbrook Hospital, Glenview",60025,2,-87.8492406,42.09209095,1,2/6/20
ILIP,OP1,140010,TX1,,"Northshore Evanston Hospital, Evanston",60201,2,-87.684223,42.06646,1,2/6/20
ILIP,OP1,140012,NMB,,"KATHERINE SHAW BETHEA HOSPITAL, Dixon",61021,2,-89.47902,41.84493,1,9/25/18
ILIP,OP1,140013,NMB,,"Unity Point Health Proctor Hospital, Peoria",61614,2,-89.59386,40.75288,1,2/6/20
ILIP,OP1,140014,NMB,,"Carle Eureka Hospital, Eureka",61530,2,-89.27159804,40.72128352,1,7/8/20
ILIP,OP1,140015,NMB,,"BLESSING HOSPITAL, Quincy",62301,2,-91.39833,39.93562,1,9/25/18
ILIP,OP1,140016,NMB,,"Clay County Hospital, Flora",62839,2,-88.47198,38.68088,1,2/6/20
ILIP,OP1,140018,NMB,,"MOUNT SINAI HOSPITAL MEDICAL CENTER, chicago",60608,2,-87.694727,41.860824,1,9/25/18
ILIP,OP1,140019,NMB,,"HSHS Good Shepherd Hospital, Shelbyville",62565,2,-88.80719402,39.40564184,1,11/10/20
ILIP,OP1,140023,NMB,,"ST JOSEPHS HOSPITAL, Alton",62002,2,-90.165499,38.901935,0,9/25/18
ILIP,OP1,140024,NMB,,"LAWRENCE COUNTY HOSPITAL, Lawrenceville",62439,2,-87.69551,38.72995,1,9/25/18
ILIP,OP1,140025,NMB,,"OSF Saint Paul Medical Center, Mendota",61342,2,-89.103897,41.554939,1,2/6/20
ILIP,OP1,140026,NMB,,OSF Center for Health/Streator,61364,2,-88.83438,41.11406,1,11/10/20
ILIP,OP1,140027,NMB,,"PERRY MEMORIAL HOSPITAL, Princeton",61356,2,-89.455877,41.365952,1,9/25/18
ILIP,OP1,140029,NMB,,"Rush-Copley Memorial Hospital, Aurora",60504,2,-88.26958,41.72958,1,2/6/20
ILIP,OP1,14002F,NMB,,"VA LAKESIDE MEDICAL CENTER, Chicago",60611,2,-87.622841,41.894244,0,9/25/18
ILIP,OP1,140030,NMB,,"Advocate SHERMAN HOSPITAL, Elgin",60123,2,-88.33067,42.07001,1,9/25/18
ILIP,OP1,140031,NMB,,"Horizon Health Paris Community Hospital, Paris",61944,2,-87.67765929,39.60645324,1,2/6/20
ILIP,OP1,140032,NMB,,"St. Anthony's Memorial Hospital, Effingham",62401,2,-88.550591,39.126797,1,2/6/20
ILIP,OP1,140033,NMB,,Lake Behavioral Hospital,60085,2,-87.86726,42.35757,1,2/6/20
ILIP,OP1,140036,NMB,,"OSF SAINT LUKE MEDICAL CENTER, Kewanee",61443,2,-89.94834,41.22203,1,9/25/18
ILIP,OP1,140037,NMB,,"MARSHALL BROWNING HOSPITAL, Du Qouin",62832,2,-89.23676035,38.02398966,0,9/25/18
ILIP,OP1,140038,NMB,,"ROCHELLE COMMUNITY HOSPITAL, Rochelle",61068,2,-89.06343,41.92871,1,9/25/18
ILIP,OP1,14003F,NMB,,"VA Jesse Brown Medical Center, Chicago",60612,2,-87.67640283,41.87088732,1,2/6/20
ILIP,OP1,140040,NMB,,"GALESBURG COTTAGE HOSPITAL, Galesburg",61402,2,-90.36533,40.95562,1,9/25/18
ILIP,OP1,140041,NMB,,"Hammond-Henry Hospital, Geneseo",61254,2,-90.15768,41.459831,1,12/28/21
ILIP,OP1,140043,NMB,,"CGH MEDICAL CENTER, Sterling",61081,2,-89.69715,41.80239,1,9/25/18
ILIP,OP1,140045,NMB,,"FAYETTE COUNTY HOSPITAL, Vandalia",62471,2,-89.09850431,38.97063953,1,9/25/18
ILIP,OP1,140046,NMB,,"GOOD SAMARITAN HOSPITAL, Mount Vernon",62864,2,-88.94125,38.29784,0,9/25/18
ILIP,OP1,140047,NMB,,"OSF HOLY FAMILY MEDICAL CENTER, Monmouth",61462,2,-90.6583715,40.92133497,1,9/25/18
ILIP,OP1,140048,NMB,,"ADVOCATE TRINITY HOSPITAL, Chicago",60617,2,-87.56717,41.7267,1,9/25/18
ILIP,OP1,140049,NMB,,"West Suburban Medical Center, Oak Park",60302,2,-87.7763171,41.89147969,1,2/6/20
ILIP,OP1,14004F,NMB,,VA Medical Center Danville,61832,2,-87.59221841,40.13177056,1,2/6/20
ILIP,OP1,140051,NMB,,"Northshore Skokie Hospital, Skokie",60076,2,-87.74144,42.05664,1,2/6/20
ILIP,OP1,140053,TX1,,St. John's Hospital,62769,2,-89.64396,39.80659,1,11/10/20
ILIP,OP1,140054,NMB,,"MacNeal Hospital, Berwyn",60402,2,-87.79272209,41.83221483,1,2/6/20
ILIP,OP1,140058,NMB,,"Jacksonville Memorial Hospital, Jacksonville",62650,2,-90.25972,39.74655,1,10/7/21
ILIP,OP1,14005F,NMB,,Captain James A. Lovell Federal Health Care Center VA,60064,2,-87.852215,42.308412,1,2/6/20
ILIP,OP1,140062,NMB,,"PALOS Health, Palos Heights",60463,2,-87.81393,41.668744,1,9/25/18
ILIP,OP1,140063,NMB,,"RUSH OAK PARK HOSPITAL, Oak Park",60304,2,-87.80377169,41.87929741,1,9/25/18
ILIP,OP1,140064,NMB,,"OSF St. Mary Medical Center, Galesburg",61401,2,-90.35961,40.98729,1,2/6/20
ILIP,OP1,140065,NMB,,AMITA Health Adventist Medical Center La Grange,60525,2,-87.88608,41.79688,1,11/10/20
ILIP,OP1,140067,TX1,,"OSF Saint Francis Medical Center, Peoria",61637,2,-89.591339,40.701816,1,2/6/20
ILIP,OP1,140068,NMB,,"ROSELAND COMMUNITY HOSPITAL, Chicago",60628,2,-87.62539,41.69229,1,9/25/18
ILIP,OP1,14006F,NMB,,"US NAVAL HOSP, Great Lakes",60088,2,-87.8545,42.3086,0,9/25/18
ILIP,OP1,140072,NMB,,"MARTHA WASHINGTON HOSPITAL, Chicago",60618,2,-87.702859,41.944335,0,9/25/18
ILIP,OP1,140074,NMB,,"Midwest Medical Center, Galena",61036,2,-90.45691005,42.44663738,1,9/25/18
ILIP,OP1,140075,NMB,,Michael Reese Hospital,60616,2,-87.61411778,41.84275817,1,2/23/21
