,,,,,,,,,,,,,,,,,,,,,,,
TABLE 2,,Purchased / Referred Care Denials                                         ,,,,,,,,,,,,,,,,,,,,,
1,(b) (6) ,"2,786 ",121 ,60 ,94 ,27 ,21 ,151 ,79 ,"3,339 ",,,,,,,,,,,,,
2,(b) (6) ,644 ,0 ,944 ,15 ,0 ,4 ,0 ,0 ,"1,607 ",,,,,,,,,,,,,
3,(b) (6) ,80 ,19 ,21 ,33 ,0 ,213 ,0 ,0 ,366 ,,,,,,,,,,,,,
4,(b) (6) ,792 ,619 ,567 ,"1,102 ",0 ,240 ,0 ,0 ,"3,320 ",,,,,,,,,,,,,
5,(b) (6) ,465 ,204 ,30 ,44 ,0 ,32 ,0 ,0 ,775 ,,,,,,,,,,,,,
6,(b) (6) ,"2,417 ",10 ,185 ,91 ,0 ,0 ,0 ,0 ,"2,703 ",,,,,,,,,,,,,
7,(b) (6) ,74 ,101 ,0 ,41 ,0 ,1 ,0 ,8 ,225 ,,,,,,,,,,,,,
8,(b) (6) ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,,,,,,,,,,,,,
  Federal Sub Total ,,"7,258 ","1,074 ","1,807 ","1,420 ",27 ,511 ,152 ,87 ,"12,336 ",,,,,,,,,,,,,
1,(b) (6) ,0,0,0,0,0,0,0,0,0,No Submission,,,,,,,,,,,,
2,(b) (6) ,"2,293",63,1,10,0,311,0,5,"2,683",,,,,,,,,,,,,
3,(b) (6) ,297,13,0,0,0,849,0,0,"1,159",,,,,,,,,,,,,
4,(b) (6) ,287,"1,122",18,74,0,113,0,461,"2,075",,,,,,,,,,,,,
5,(b) (6) ,0,0,0,0,0,0,0,0,0,No Submission,,,,,,,,,,,,
6,(b) (6) ,535,0,0,0,0,0,0,"4,605","5,140",,,,,,,,,,,,,
7,(b) (6) ,21,13,192,55,19,198,3,0,501,,,,,,,,,,,,,
8,(b) (6) ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
9,(b) (6) ,88,16,0,6,0,22,0,2,134,,,,,,,,,,,,,
10,(b) (6) ,61,180,60,9,0,0,"1,302",0,"1,612",,,,,,,,,,,,,
11,(b) (6) ,181,46,2,30,6,536,267,53,"1,121",,,,,,,,,,,,,
12,(b) (6) ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
13,(b) (6) ,0,0,0,0,0,0,0,105,105,,,,,,,,,,,,,
14,(b) (6) ,37,3,2,4,3,2,57,0,108,,,,,,,,,,,,,
  Tribal Sub Total ,,"3,800 ","1,456 ",275 ,188 ,28 ,"2,031 ","1,629 ","5,231 ","14,638 ",,,,,,,,,,,,,
Oklahoma TOTAL,,"11,058 ","2,530 ","2,082 ","1,608 ",55 ,"2,542 ","1,781 ","5,318 ","26,974 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Phoenix Area Federal,,,,,,,,,,,,,,,,,,,,,,
TABLE 2,,Purchased / Referred Care Denials                                         ,,,,,,,,,,,,,,,,,,,,,
,,FY 2017,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,(A),(B),(C),(D),(E),(F),(G),(H),(I),,,,,,,,,,,,,
,,"Eligible But 
Care was not Within Medical Priority",,,,,,,,,,,,,,,,,,,,,
"Phoenix Federal and Tribal PRC 
Programs",,,Eligible But Alternate Resource was Available,"Patient 
Not Eligible 
For PRC",Emergency Notification was not Provided Within 72 Hours,"Non-Emergency Care with 
No Prior Authorized","Patient Resides Outside 
PRC Service Delivery Area","IHS Facility 
was Accessible and Available","All Other 
Denials",TOTAL                     (A-H),,,,,,,,,,,,,
,,Number,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,,,,,
1,(b) (6) ,393,"4,054",66,44,0,"5,779",0,0,"10,336",,,,,,,,,,,,,
2,(b) (6) ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3,(b) (6) ,41,"2,625",10,56,0,22,0,0,"2,754",,,,,,,,,,,,,
4,(b) (6) ,2,846,2,5,0,9,0,0,864,,,,,,,,,,,,,
5,(b) (6) ,1,1,0,1,0,0,0,0,3,,,,,,,,,,,,,
6,(b) (6) ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7,(b) (6) ,110,84,0,46,0,7,0,0,247,,,,,,,,,,,,,
8,(b) (6) ,1,1,0,1,0,1,0,0,4,,,,,,,,,,,,,
9,(b) (6) ,14,"2,688",7,91,0,34,0,0,"2,834",,,,,,,,,,,,,
10,(b) (6) ,155,"1,647",34,21,0,87,0,0,"1,944",,,,,,,,,,,,,
11,(b) (6) ,10,178,31,38,0,6,0,0,263,,,,,,,,,,,,,
12,(b) (6) ,156,150,46,150,0,37,0,0,539,,,,,,,,,,,,,
13,(b) (6) ,24,420,112,161,0,4,0,0,721,,,,,,,,,,,,,
  Federal Sub Total ,,907,"12,694",308,614,0,"5,986",0,0,"20,509",,,,,,,,,,,,,
1,(b) (6) ,0,0,2,3,0,1,0,0,6 ,,,,,,,,,,,,,
2,(b) (6) ,50,12,10,4,5,8,0,0,89 ,,,,,,,,,,,,,
3,(b) (6) ,0,2,3,7,13,0,0,2,27 ,,,,,,,,,,,,,
4,(b) (6) ,0,0,0,0,0,0,0,0,0 ,,,,,,,,,,,,,
5,(b) (6) ,0,88,0,2,0,28,0,0,118 ,,,,,,,,,,,,,
6,(b) (6) ,19,406,236,104,70,13,3,25,876 ,,,,,,,,,,,,,
7,(b) (6) ,38,2953,16,274,0,40,0,0,"3,321 ",,,,,,,,,,,,,
8,(b) (6) ,1,10639,150,494,1096,4977,52,1177,"18,586 ",,,,,,,,,,,,,
9,(b) (6) ,7,3,31,1,0,4,0,1,47 ,,,,,,,,,,,,,
10,(b) (6) ,7,17,11,,19,5,0,5,64 ,,,,,,,,,,,,,
11,,0,0,0,0,0,0,0,0,0 ,,,,,,,,,,,,,
12,,0,0,0,0,0,0,0,0,0 ,,,,,,,,,,,,,
13,,0,0,0,0,0,0,0,0,0 ,,,,,,,,,,,,,
  Tribal Sub Total ,,122 ,"14,120 ",459 ,889 ,"1,203 ","5,076 ",55 ,"1,210 ","23,134 ",,,,,,,,,,,,,
Phoenix TOTAL,,"1,029 ","26,814 ",767 ,"1,503 ","1,203 ","11,062 ",55 ,"1,210 ","43,643 ",,,,,,,,,,,,,
,(b) (6)  statement - ,"Total amount denied $1,470,557.05",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Portland Area Federal,,,,,,,,,,,,,,,,,,,,,,
TABLE 2,,Purchased / Referred Care Denials                                         ,,,,,,,,,,,,,,,,,,,,,
,,FY 2017,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,(A),(B),(C),(D),(E),(F),(G),(H),(I),,,,,,,,,,,,,
,,"Eligible But 
Care was not Within Medical Priority",,,,,,,,,,,,,,,,,,,,,
"Portland Federal and Tribal PRC 
Programs",,,Eligible But Alternate Resource was Available,"Patient 
Not Eligible 
For PRC",Emergency Notification was not Provided Within 72 Hours,"Non-Emergency Care with 
No Prior Authorized","Patient Resides Outside 
PRC Service Delivery Area","IHS Facility 
was Accessible and Available","All Other 
Denials",TOTAL                     (A-H),,,,,,,,,,,,,
,,Number,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,,,,,
1,(b) (6) ,5,86,0,361,0,31,0,1,484,,,,,,,,,,,,,
2,(b) (6) ,0,0,2,22,0,2,0,0,26,,,,,,,,,,,,,
3,(b) (6) ,0,27,0,0,0,0,0,0,27,,,,,,,,,,,,,
4,(b) (6) ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
  Federal Sub Total ,,5,113,2,383,0,33,0,1,537,,,,,,,,,,,,,
1,(b) (6) ,0,2,2,0,0,0,0,78,82,,,,,,,,,,,,,
2,(b) (6) ,22,85,19,0,6,4,,10,146,,,,,,,,,,,,,
3,(b) (6) ,9,217,153,0,17,0,31,72,499,,,,,,,,,,,,,
4,(b) (6) ,7,13,638,,275,0,5,17,955,,,,,,,,,,,,,
  Tribal Sub Total ,,38 ,317 ,812 ,0 ,298 ,4 ,36 ,177 ,"1,682 ",,,,,,,,,,,,,
Portland TOTAL,,43 ,430 ,814 ,383 ,298 ,37 ,36 ,178 ,"2,219 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Tucson Area Federal,,,,,,,,,,,,,,,,,,,,,,
TABLE 2,,Purchased / Referred Care Denials                                         ,,,,,,,,,,,,,,,,,,,,,
,,FY 2017,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,(A),(B),(C),(D),(E),(F),(G),(H),(I),,,,,,,,,,,,,
,,"Eligible But 
Care was not Within Medical Priority",,,,,,,,,,,,,,,,,,,,,
"Tucson Federal and Tribal PRC 
Programs",,,Eligible But Alternate Resource was Available,"Patient 
Not Eligible 
For PRC",Emergency Notification was not Provided Within 72 Hours,"Non-Emergency Care with 
No Prior Authorized","Patient Resides Outside 
PRC Service Delivery Area","IHS Facility 
was Accessible and Available","All Other 
Denials",TOTAL                     (A-H),,,,,,,,,,,,,
,,Number,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,,,,,
1,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,
2,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,
  Federal Sub Total ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1,(b) (6) ,24,"5,705",105,258,0,83,0,0,"6,175",,,,,,,,,,,,,
2,(b) (6) ,24,"3,800",51,212,0,"1,116",0,0,"5,203",,,,,,,,,,,,,
4,(b) (6) ,4,216,0,9,0,0,0,0,229,,,,,,,,,,,,,
  Tribal Sub Total ,,52 ,"9,721 ",156 ,479 ,0 ,"1,199 ",0 ,0 ,"11,607 ",,,,,,,,,,,,,
Tucson TOTAL,,52 ,"9,721 ",156 ,479 ,0 ,"1,199 ",0 ,0 ,"11,607 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
FORMS,,,,,,,,,,,,,,,,,,,,,,,
TABLE 2,,Purchased / Referred Care Denials                                         ,,,,,,,,,,,,,,,,,,,,,
,,FY 2017,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,(A),(B),(C),(D),(E),(F),(G),(H),(I),,,,,,,,,,,,,
,,"Eligible But 
Care was not Within Medical Priority",,,,,,,,,,,,,,,,,,,,,
"Federal PRC 
Programs",,,Eligible But Alternate Resource was Available,"Patient 
Not Eligible 
For PRC",Emergency Notification was not Provided Within 72 Hours,"Non-Emergency Care with 
No Prior Authorized","Patient Resides Outside 
PRC Service Delivery Area","IHS Facility 
was Accessible and Available","All Other 
Denials",TOTAL                     (A-H),,,,,,,,,,,,,
,,Number,Number,Number,Number,Number,Number,Number,Number,Number,,,,,,,,,,,,,
1,,,,,,,,,,0,,,,,,,,,,,,,
2,,,,,,,,,,0,,,,,,,,,,,,,
3,,,,,,,,,,0,,,,,,,,,,,,,
4,,,,,,,,,,0,,,,,,,,,,,,,
5,,,,,,,,,,0,,,,,,,,,,,,,
6,,,,,,,,,,0,,,,,,,,,,,,,
7,,,,,,,,,,0,,,,,,,,,,,,,
8,,,,,,,,,,0,,,,,,,,,,,,,
9,,,,,,,,,,0,,,,,,,,,,,,,
10,,,,,,,,,,0,,,,,,,,,,,,,
11,,,,,,,,,,0,,,,,,,,,,,,,
12,,,,,,,,,,0,,,,,,,,,,,,,
TOTAL,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
