NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
,k. edocrinology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. other, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Other , -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bemidji Area Federal,Bemidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,( b) (6),( b) (6),( b) (6),Federal Sub Total,( b) (6),( b) (6),( b) (6),( b) (6),Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , 4 , 4 , -   , -   , 110 , -   , 110 , 114 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , 1 , 1 , -   , -   , 2 , -   , 2 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , -   , -   , 39 , -   , 39 , 39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , 12 , -   , 12 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , 3 , -   , 3 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , -   , -   , -   , -   , -   , 12 , -   , 12 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , -   , -   , -   , -   , -   , 2 , -   , 2 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , -   , 2 , 2 , -   , -   , 26 , -   , 26 , 28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , 18 , -   , 18 , 18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , -   , -   , -   , 62 , -   , 62 , 62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , -   , -   , -   , -   , 31 , -   , 31 , 31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , -   , 1 , 1 , -   , -   , 4 , -   , 4 , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , -   , -   , -   , -   , -   , 51 , -   , 51 , 51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, -   , -   , 1 , 1 , -   , -   , 28 , -   , 28 , 29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. other, -   , -   , -   , -   , -   , -   , 3 , -   , 3 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , -   , -   , -   , -   , 35 , -   , 35 , 35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , -   , -   , -   , -   , 5 , -   , 5 , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, -   , -   , 3 , 3 , -   , -   , 87 , -   , 87 , 90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , -   , 1 , 1 , -   , -   , 1 , -   , 1 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other, -   , 1 , -   , 1 , -   , -   , 1 , -   , 1 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , 1 , -   , 1 , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , -   , -   , -   , -   , -   , 6 , -   , 6 , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , 1 , -   , 1 , -   , -   , 9 , -   , 9 , 10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Other , -   , -   , 5 , 5 , -   , -   , 12 , -   , 12 , 17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,, -   , 3 , 18 , 21 , -   , -   , 561 , -   , 561 , 582 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),Federal Sub Total,( b) (6),Tribal Sub Total,I.H.S. Offices TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , 3 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , -   , -   , 2 , 1 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , 1 , 1 , -   , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , 3 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , 2 , -   , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , 1 , 2 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , -   , 1 , 12 , 1 , -   , -   , 14 , -   , -   , 14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , 4 , -   , -   , 4 , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , -   , -   , 4 , 1 , -   , -   , 5 , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , -   , -   , 2 , 12 , -   , -   , 14 , -   , -   , 14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , 5 , -   , -   , 5 , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , 1 , 1 , -   , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , -   , 1 , 3 , -   , -   , 4 , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , -   , 10 , -   , -   , 10 , -   , -   , 10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , -   , 8 , 11 , -   , -   , 19 , -   , -   , 19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. edocrinology, -   , -   , -   , 2 , 2 , -   , -   , 4 , -   , -   , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,l. rheumatology, -   , -   , -   , -   , 5 , -   , -   , 5 , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m. podiatry, -   , -   , -   , 1 , 1 , -   , -   , 2 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n. genetic counseling, -   , -   , -   , 1 , 2 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,o. other, -   , -   , -   , 83 , 17 , -   , -   , 100 , -   , -   , 100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Ophthalmologic ,a. cataract surgery, -   , -   , -   , -   , 3 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Services,b. diabetic retinop./laser, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. pterygium excision, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other ophthalmolgic, -   , -   , -   , 2 , 1 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. Orthopedic ,a. arthroscopy, -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. tendon repair/carpal tunnel, -   , -   , -   , -   , 5 , -   , -   , 5 , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. other orthopedic, -   , -   , -   , 3 , 3 , -   , -   , 6 , -   , -   , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Prosthetics/,a. prosthetic devices, -   , -   , -   , -   , 3 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Orthotics,b. other devices, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. wheelchairs, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. other, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Psychiatric Eval.,, -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Surgical Referal,a. hemorrhoidectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. cholecystectomy, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. minor surgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. circumcisions, -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. colonoscopy, -   , -   , -   , 1 , 2 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. hernia repair, -   , -   , -   , -   , 3 , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. urology/cystoscopy, -   , -   , -   , 2 , 3 , -   , -   , 5 , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Other , -   , -   , -   , 3 , -   , -   , -   , 3 , -   , -   , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,, -   , -   , 1 , 131 , 115 , -   , -   , 247 , -   , -   , 247 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calfornia Area Federal and Tribal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Categories,,Tribal PRC Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,
,,( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
    Procedures,b. arteriogram,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,c angioplasty,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,d. angiogram,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,"e. other (echo's, Holters)",,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,
,f. stress tests,,,, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,,,,,,,,,,
 2. Dental ,a. orthodontics (braces),,, 20 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , 5 ,, 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 42 ,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures",,, 10 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11 ,,,,,,,,,,
,c. endodontics (root canal),,, 25 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 25 ,,,,,,,,,,
,d. periodontics (gum surgery),,, 5 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   ,, 7 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 ,,,,,,,,,,
,e. oral surgery,,, 44 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,, -   ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 45 ,,,,,,,,,,
