Table 3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Neurosurgery, 131 , -   , -   , -   , -   , -   , -   , -   , 131 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 131 ,,,,,,,,,,,,,,
"4. Restorative orthopedic: joint-hip,
    knee replacements, other orthopedic", 141 , -   , -   , -   , -   , 7 , -   , -   , 148 , 18 , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 22 , 170 ,,,,,,,,,,,,,,
"5. Reconstructive surgery: cleft palate,
    skin grafts", 2 , -   , -   , -   , -   , -   , -   , -   , 2 , 9 , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 13 , 15 ,,,,,,,,,,,,,,
6. Pacemaker implant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,
"7. Lithotripsy, etc: kidney stones", 2 , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 ,,,,,,,,,,,,,,
"    Lithotripsy, etc: gall stones", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,
8. Other Acute Chronic Tertiary Care , 286 , -   , -   , -   , -   , 16 , -   , -   , 302 , -   , -   , -   , -   , -   , 250 , -   , -   , -   , -   , -   , -   , -   , -   , 250 , 552 ,,,,,,,,,,,,,,
TOTAL , 571 , -   , -   , -   , 6 , 23 , -   , -   , 600 , 54 , -   , -   , -   , -   , 258 , -   , -   , -   , -   , -   , -   , -   , -   , 312 , 912 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3C,PRC Deferrals - Acute Chronic Tertiary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Categories,Federal PRC Programs,,,,,,,,,,,,,,Tribal PRC Programs,,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Tribal Sub Total,,,,,,,,
"1. Coronary bypass and valvular
    surgery", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
2. Transplants , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
3. Neurosurgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
"4. Restorative orthopedic: joint-hip,
    knee replacements, other orthopedic", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
"5. Reconstructive surgery: cleft palate,
    skin grafts", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
6. Pacemaker implant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
"7. Lithotripsy, etc: kidney stones", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
"    Lithotripsy, etc: gall stones", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
8. Other Acute Chronic Tertiary Care , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
TOTAL , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3C,PRC Deferrals - Acute Chronic Tertiary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Categories,Federal PRC Programs,,,,,Tribal PRC Programs,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Federal Sub Total,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,Tribal Sub Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Coronary bypass and valvular
    surgery", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Transplants , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Neurosurgery, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4. Restorative orthopedic: joint-hip,
    knee replacements, other orthopedic", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5. Reconstructive surgery: cleft palate,
    skin grafts", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Pacemaker implant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7. Lithotripsy, etc: kidney stones", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Lithotripsy, etc: gall stones", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Other Acute Chronic Tertiary Care , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucson Area Federal FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3C,PRC Deferrals - Acute Chronic Tertiary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Categories,Federal PRC Programs,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Coronary bypass and valvular
    surgery",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Transplants ,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Neurosurgery,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"4. Restorative orthopedic: joint-hip,
    knee replacements, other orthopedic",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"5. Reconstructive surgery: cleft palate,
    skin grafts",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Pacemaker implant,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"7. Lithotripsy, etc: kidney stones",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Lithotripsy, etc: gall stones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Other Acute Chronic Tertiary Care ,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
No Federal FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIBAL FY 2019-UNABLE TO REPORT STATISTICS DUE TO CHSMS SYSTEM BEING DOWN. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3C,PRC Deferrals - Acute Chronic Tertiary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FY 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Categories,Federal PRC Programs,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Coronary bypass and valvular
    surgery",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Transplants ,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Neurosurgery,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"4. Restorative orthopedic: joint-hip,
    knee replacements, other orthopedic",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"5. Reconstructive surgery: cleft palate,
    skin grafts",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Pacemaker implant,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"7. Lithotripsy, etc: kidney stones",,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Lithotripsy, etc: gall stones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Other Acute Chronic Tertiary Care ,,,,,,,,,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
